"Duration (in seconds)","Finished","RecordedDate","age","prev.participant","diet_1","diet_2","diet_9","diet_3","diet_4","diet_5","diet_10","diet_6","diet_7","diet_8","diet_7_TEXT","happy","bored","proud","angry","hopeful","red.open","elim.open","control.open","speciesism_1","speciesism_2","speciesism_3","speciesism_4","speciesism_5","speciesism_6","gender","gender_3_TEXT","status","status_5_TEXT","elim.pledge","red.pledge","ID","notes_7","notes_1","notes_2","notes_3","notes_4","notes_5","notes_6","notes_3_TEXT","notes_4_TEXT","notes_5_TEXT","notes_6_TEXT","excluded","condition","date","purchase","meatveg","meatveg2"
401,TRUE,"11/11/2019 13:07",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"Some people prefer more variety in their lifestyle. Food is a major aspect to an I individuals lifestyle.","Somewhat disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"CR353T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge",NA,NA,NA,NA
329,TRUE,"11/11/2019 13:18",35,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Neither energized nor bored","Neither ashamed nor proud","Very calm","Somewhat hopeful",NA,NA,"Mostly based on how varied their diet was as a child.","Disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Agree","Somewhat agree","Man",NA,"Carleton staff or faculty",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","QP374C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","11-Nov","CS","meat","poultry"
346,TRUE,"11/11/2019 13:27",19,"No, I promise that I haven’t done this before","Food allergy (nuts, shellfish, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Somewhat bored","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful","For me the main reason to eat less meat is environmental concerns. Beef being the main factor. Health reasons I understand but don't apply too much to me",NA,NA,"Strongly agree","Strongly disagree","Disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Man",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","CL352P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","11-Nov","FP","veg","vegprot"
430,TRUE,"11/11/2019 13:28",32,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,"I think a combination of increased concern about animal cruelty and climate change.
",NA,"Somewhat agree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Man",NA,"Carleton graduate student",NA,"No, thanks",NA,"PT370C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","11-Nov","TURKEY","meat","poultry"
314,TRUE,"11/11/2019 13:33",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,"Mostly due to other people also going Vega",NA,"Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Agree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"TT377C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","11-Nov","CS","meat","poultry"
317,TRUE,"11/11/2019 13:34",20,"Not sure","Food allergy (nuts, shellfish, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unhappy","Very energized","Very ashamed","Very calm","Very despairing",NA,NA,"Some people don't like change. Some people are more aware of what is going on with the environment. Some people just like food","Strongly disagree","Disagree","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"PC390P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","11-Nov","CS","meat","poultry"
296,TRUE,"11/11/2019 13:45",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Somewhat proud","Somewhat calm","Somewhat hopeful",NA,NA,"They don
 t like change","Somewhat agree","Disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Disagree","Woman",NA,"Not affiliated with Carleton",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","CR387C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge",NA,NA,NA,NA
425,TRUE,"11/11/2019 13:48",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Very proud","Somewhat calm","Somewhat hopeful",NA,"Meatless products have found to be better and still very healthy which is what many people care about. Not everyone cares mainly about this but when provided good chioces, good products and good prices there is no reason not to buy to help animals",NA,"Disagree","Disagree","Strongly disagree","Strongly disagree","Agree","Neither agree nor disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"QC389P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
255,TRUE,"11/11/2019 13:57",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Very hopeful","Health or religious reasons. Also for animal rights reasons",NA,NA,"Somewhat agree","Strongly disagree","Strongly disagree","Disagree","Strongly agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","TL403C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","11-Nov","FP","veg","vegprot"
284,TRUE,"11/11/2019 13:58",18,"No, I promise that I haven’t done this before","Food allergy (nuts, shellfish, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"Because people feel more cable with things they're familiar with
","Somewhat disagree","Agree","Somewhat disagree","Somewhat disagree","Disagree","Somewhat disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"QP384R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","11-Nov","GP","meat","red"
294,TRUE,"11/11/2019 14:04",21,"No, I promise that I haven’t done this before",NA,NA,"Halal or Kosher",NA,NA,NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Neither calm nor angry","Somewhat hopeful",NA,NA,"This appears to be based on preferance.","Somewhat agree","Disagree","Disagree","Disagree","Agree","Disagree","Man",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","QP397R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","11-Nov","GP","meat","red"
1059,TRUE,"11/13/2019 11:27",53,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)",NA,"Vegetarian 70% of the time","Neither unhappy nor happy","Somewhat energized","Somewhat ashamed","Somewhat calm","Somewhat despairing",NA,"Factory farms are no longer hidden.",NA,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,"Yes, I will pledge to stop eating meat",NA,"PC375Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","13-Nov","FP","veg","vegprot"
680,TRUE,"11/13/2019 11:39",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Happy","Very energized","Somewhat proud","Very calm","Somewhat hopeful",NA,NA,"I feel like some people really want to be the best versions of themselves healthy wise and they try to do that by choosing what to eat","Somewhat disagree","Somewhat disagree","Somewhat disagree","Disagree","Somewhat agree","Somewhat agree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"XC367T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge",NA,NA,NA,NA
539,TRUE,"11/13/2019 11:48",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Somewhat despairing","Because they're starting to realize how many animals we use selfishly in abundance",NA,NA,"Somewhat agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Man",NA,"Carleton undergraduate student",NA,NA,"No, thanks","RQ386Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","13-Nov","CS","meat","poultry"
371,TRUE,"11/13/2019 12:13",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Somewhat unhappy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,"Exposure to new information",NA,"Disagree","Disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Woman",NA,"Carleton undergraduate student",NA,"Yes, I will pledge to stop eating meat",NA,"XP400Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
311,TRUE,"11/13/2019 12:15",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,"Other (please specify)",NA,"Flexitarian","Happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"when it comes to cooking, it's easier repeating the same recipes than learning new ones","Somewhat disagree","Disagree","Disagree","Somewhat agree","Agree","Somewhat disagree","Man",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","WR401L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","13-Nov","FP","veg","vegprot"
628,TRUE,"11/13/2019 12:23",35,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful","More plant-based options are available.",NA,NA,"Somewhat agree","Disagree","Disagree","Somewhat agree","Somewhat agree","Somewhat agree","Man",NA,"Carleton staff or faculty",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","RP402L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","13-Nov","FP","veg","vegprot"
663,TRUE,"11/13/2019 12:26",25,"No, I promise that I haven’t done this before","Food allergy (nuts, shellfish, etc.)","Gluten free",NA,NA,NA,NA,NA,NA,"Other (please specify)",NA,"Multiple food sensitivities","Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Neither calm nor angry","Somewhat hopeful",NA,"Both environmentalism awareness, and likely a trend",NA,"Disagree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat agree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"FT266M","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","13-Nov","CS","meat","poultry"
413,TRUE,"11/13/2019 12:32",19,"No, I promise that I haven’t done this before",NA,"Gluten free",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"Some people believe certain things and have certain goals","Somewhat agree","Disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"QR354C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","13-Nov","CS","meat","poultry"
430,TRUE,"11/13/2019 12:33",27,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"Diet restrictions or religious morals","Disagree","Neither agree nor disagree","Disagree","Somewhat disagree","Neither agree nor disagree","Disagree","Woman",NA,"Carleton staff or faculty",NA,"No, thanks",NA,"XR398Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","13-Nov","CS","meat","poultry"
422,TRUE,"11/13/2019 12:56",23,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Very calm","Neither despairing nor hopeful",NA,NA,"Because the human diet is anthropological omnivorous with a balanced variation between meat and plant foodstuffs","Agree","Strongly disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Man",NA,"Carleton undergraduate student",NA,NA,"No, thanks","CT368P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge",NA,NA,NA,NA
322,TRUE,"11/13/2019 13:01",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Very energized","Somewhat ashamed","Somewhat calm","Very despairing",NA,NA,"Personal preferences","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","RR396X","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","13-Nov","SC","meat","poultry"
270,TRUE,"11/13/2019 13:04",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Very happy","Neither energized nor bored","Somewhat ashamed","Neither calm nor angry","Neither despairing nor hopeful","The quality of life the animals have. They do not have an amazing quality of life",NA,NA,"Somewhat agree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Man",NA,"Carleton undergraduate student",NA,NA,"No, thanks","PQ385R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","13-Nov","TURKEY","meat","poultry"
1054,TRUE,"11/13/2019 13:05",33,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Somewhat ashamed","Neither calm nor angry","Somewhat despairing",NA,"I think it's because of the bad effects of meat in the body like bad cholesterol that leads to heart disease. If meat is replaced with other plant based protein then positive effects would be seen.",NA,"Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Woman",NA,"Carleton undergraduate student",NA,"Yes, I will pledge to stop eating meat",NA,"CC369Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","13-Nov","TP","meat","fish"
630,TRUE,"11/13/2019 13:07",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Somewhat despairing",NA,NA,"I think a lot of people keep to staples food because of familiarity and social pressures. People will eat what they think is familiar and supports their current social dynamic","Somewhat disagree","Disagree","Somewhat agree","Disagree","Agree","Somewhat disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"PC376Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","13-Nov","SP","meat","red"
1030,TRUE,"11/13/2019 13:08",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,"Low-carb",NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Very calm","Somewhat hopeful",NA,"I think people might be reducing their meat consumption due to the increase in awareness of the harms on animals and environment coming from the meat industry. In addition there is an increase in awareness of the health benefits of a plant based diet.",NA,"Disagree","Disagree","Somewhat agree","Somewhat disagree","Agree","Somewhat agree","Woman",NA,"Carleton undergraduate student",NA,"Yes, I will pledge to stop eating meat",NA,"FT265C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","13-Nov","DONAIR","meat","red"
370,TRUE,"11/13/2019 13:23",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)",NA,"Pesceterian","Somewhat unhappy","Somewhat energized","Somewhat ashamed","Somewhat angry","Somewhat despairing","Because it's bad for their health and the meat industry is wack",NA,NA,"Disagree","Disagree","Disagree","Neither agree nor disagree","Somewhat disagree","Disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","PC355T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","13-Nov","FP","veg","vegprot"
362,TRUE,"11/13/2019 13:29",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Very unhappy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Somewhat despairing","To save animals.",NA,NA,"Agree","Somewhat agree","Somewhat disagree","Disagree","Agree","Strongly agree","Man",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","XX356T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","13-Nov","BP","meat","pork"
355,TRUE,"11/13/2019 13:35",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"differences in personality traits, like openness to experience","Strongly agree","Disagree","Disagree","Disagree","Agree","Agree","Man",NA,"Carleton undergraduate student",NA,NA,"No, thanks","TC357X","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","13-Nov","CP","meat","poultry"
1727,TRUE,"11/13/2019 13:36",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Somewhat bored","Neither ashamed nor proud","Somewhat calm","Somewhat despairing",NA,NA,"Based on religious practices or personal Health concerns and preferences people choose to stick to certain. Staples of food


","Somewhat disagree","Strongly disagree","Disagree","Disagree","Somewhat agree","Disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"TC358P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","13-Nov","SC","meat","poultry"
